Source,Target,Type,id,weight
Cotter-Pyke,Eddison-Tollett,Undirected,1024,3
Cotter-Pyke,Jon-Snow,Undirected,1025,14
Cotter-Pyke,Othell-Yarwyck,Undirected,1026,6
Cotter-Pyke,Pypar,Undirected,1027,3
Cotter-Pyke,Samwell-Tarly,Undirected,1028,10
Cotter-Pyke,Selyse-Florent,Undirected,1029,3
Cotter-Pyke,Stannis-Baratheon,Undirected,1030,5
Craster,Dirk,Undirected,1031,6
Craster,Dywen,Undirected,1032,7
Craster,Eddison-Tollett,Undirected,1033,6
Craster,Gilly,Undirected,1034,24
Craster,Grenn,Undirected,1035,3
Craster,Jeor-Mormont,Undirected,1036,30
Craster,Jojen-Reed,Undirected,1037,3
Craster,Jon-Snow,Undirected,1038,36
Craster,Mance-Rayder,Undirected,1039,10
Craster,Samwell-Tarly,Undirected,1040,48
Craster,Thoren-Smallwood,Undirected,1041,4
Craster,Tormund,Undirected,1042,3
Creighton-Longbough,Illifer,Undirected,1043,15
Creighton-Longbough,Shadrich,Undirected,1044,4
Cressen,Davos-Seaworth,Undirected,1045,14
Cressen,Melisandre,Undirected,1046,7
Cressen,Patchface,Undirected,1047,8
Cressen,Pylos,Undirected,1048,17
Cressen,Renly-Baratheon,Undirected,1049,4
Cressen,Robert-Baratheon,Undirected,1050,4
Cressen,Selyse-Florent,Undirected,1051,3
Cressen,Shireen-Baratheon,Undirected,1052,6
Cressen,Stannis-Baratheon,Undirected,1053,21
Cromm,Grimtongue,Undirected,1054,4
Cromm,Hagen,Undirected,1055,4
Cutjack,Gendry,Undirected,1056,3
Cutjack,Kurz,Undirected,1057,4
Cutjack,Tarber,Undirected,1058,3
Daario-Naharis,Daenerys-Targaryen,Undirected,1059,65
Daario-Naharis,Drogo,Undirected,1060,3
Daario-Naharis,Grey-Worm,Undirected,1061,6
Daario-Naharis,Groleo,Undirected,1062,4
Daario-Naharis,Hero,Undirected,1063,7
Daario-Naharis,Hizdahr-zo-Loraq,Undirected,1064,14
Daario-Naharis,Irri,Undirected,1065,10
Daario-Naharis,Jhiqui,Undirected,1066,5
Daario-Naharis,Jhogo,Undirected,1067,9
Daario-Naharis,Jorah-Mormont,Undirected,1068,10
Daario-Naharis,Missandei,Undirected,1069,4
Daario-Naharis,Prendahl-na-Ghezn,Undirected,1070,3
Daario-Naharis,Quentyn-Martell,Undirected,1071,5
Daario-Naharis,Rakharo,Undirected,1072,4
Daario-Naharis,Sallor,Undirected,1073,3
Daario-Naharis,Skahaz-mo-Kandaq,Undirected,1074,9
Dacey-Mormont,Maege-Mormont,Undirected,1075,3
Dacey-Mormont,Robb-Stark,Undirected,1076,3
Daemon-Sand,Doran-Martell,Undirected,1077,3
Daemon-Sand,Oberyn-Martell,Undirected,1078,3
Daenerys-Targaryen,Daeron-II-Targaryen,Undirected,1079,3
Daenerys-Targaryen,Doran-Martell,Undirected,1080,3
Daenerys-Targaryen,Doreah,Undirected,1081,18
Daenerys-Targaryen,Drogo,Undirected,1082,123
Daenerys-Targaryen,Eddard-Stark,Undirected,1083,5
Daenerys-Targaryen,Eroeh,Undirected,1084,8
Daenerys-Targaryen,Ezzara,Undirected,1085,3
Daenerys-Targaryen,Galazza-Galare,Undirected,1086,19
Daenerys-Targaryen,Gerris-Drinkwater,Undirected,1087,15
Daenerys-Targaryen,Ghael,Undirected,1088,8
Daenerys-Targaryen,Grey-Worm,Undirected,1089,25
Daenerys-Targaryen,Groleo,Undirected,1090,10
Daenerys-Targaryen,Haggo,Undirected,1091,12
Daenerys-Targaryen,Hero,Undirected,1092,5
Daenerys-Targaryen,Hizdahr-zo-Loraq,Undirected,1093,96
Daenerys-Targaryen,Illyrio-Mopatis,Undirected,1094,36
Daenerys-Targaryen,Irri,Undirected,1095,73
Daenerys-Targaryen,Jhiqui,Undirected,1096,65
Daenerys-Targaryen,Jhogo,Undirected,1097,39
Daenerys-Targaryen,Jon-Connington,Undirected,1098,6
Daenerys-Targaryen,Jorah-Mormont,Undirected,1099,161
Daenerys-Targaryen,Kraznys-mo-Nakloz,Undirected,1100,16
Daenerys-Targaryen,Lynesse-Hightower,Undirected,1101,3
Daenerys-Targaryen,Lysono-Maar,Undirected,1102,3
Daenerys-Targaryen,Mace-Tyrell,Undirected,1103,3
Daenerys-Targaryen,Marselen,Undirected,1104,3
Daenerys-Targaryen,Meris,Undirected,1105,6
Daenerys-Targaryen,Mero,Undirected,1106,5
Daenerys-Targaryen,Mezzara,Undirected,1107,4
Daenerys-Targaryen,Miklaz,Undirected,1108,3
Daenerys-Targaryen,Mirri-Maz-Duur,Undirected,1109,34
Daenerys-Targaryen,Missandei,Undirected,1110,63
Daenerys-Targaryen,Moqorro,Undirected,1111,3
Daenerys-Targaryen,Oznak-zo-Pahl,Undirected,1112,4
Daenerys-Targaryen,Penny,Undirected,1113,4
Daenerys-Targaryen,Pono,Undirected,1114,4
Daenerys-Targaryen,Pyat-Pree,Undirected,1115,14
Daenerys-Targaryen,Qavo-Nogarys,Undirected,1116,5
Daenerys-Targaryen,Qezza,Undirected,1117,6
Daenerys-Targaryen,Qotho,Undirected,1118,18
Daenerys-Targaryen,Quaithe,Undirected,1119,11
Daenerys-Targaryen,Quaro,Undirected,1120,5
Daenerys-Targaryen,Quentyn-Martell,Undirected,1121,58
Daenerys-Targaryen,Rakharo,Undirected,1122,22
Daenerys-Targaryen,Reznak-mo-Reznak,Undirected,1123,19
Daenerys-Targaryen,Rhaegar-Targaryen,Undirected,1124,27
Daenerys-Targaryen,Rhaegel-Targaryen,Undirected,1125,5
Daenerys-Targaryen,Robert-Baratheon,Undirected,1126,26
Daenerys-Targaryen,Skahaz-mo-Kandaq,Undirected,1127,33
Daenerys-Targaryen,Spotted-Cat,Undirected,1128,3
Daenerys-Targaryen,Symon-Stripeback,Undirected,1129,4
Daenerys-Targaryen,Tattered-Prince,Undirected,1130,4
Daenerys-Targaryen,Tyrion-Lannister,Undirected,1131,17
Daenerys-Targaryen,Varys,Undirected,1132,8
Daenerys-Targaryen,Victarion-Greyjoy,Undirected,1133,7
Daenerys-Targaryen,Viserys-Targaryen,Undirected,1134,55
Daenerys-Targaryen,Xaro-Xhoan-Daxos,Undirected,1135,29
Daenerys-Targaryen,Yurkhaz-zo-Yunzak,Undirected,1136,4
Daeron-I-Targaryen,Shireen-Baratheon,Undirected,1137,3
Dagmer,Rodrik-Cassel,Undirected,1138,3
Dagmer,Theon-Greyjoy,Undirected,1139,7
Dalbridge,Ebben,Undirected,1140,4
Dalbridge,Jon-Snow,Undirected,1141,4
Dalbridge,Qhorin-Halfhand,Undirected,1142,5
Dalla,Gilly,Undirected,1143,10
Dalla,Jon-Snow,Undirected,1144,6
Dalla,Mance-Rayder,Undirected,1145,15
Dalla,Melisandre,Undirected,1146,3
Dalla,Stannis-Baratheon,Undirected,1147,5
Dalla,Val,Undirected,1148,12
Damon-Dance-for-Me,Grunt,Undirected,1149,3
Damon-Dance-for-Me,Ramsay-Snow,Undirected,1150,7
Damon-Dance-for-Me,Skinner,Undirected,1151,7
Damon-Dance-for-Me,Sour-Alyn,Undirected,1152,4
Damon-Dance-for-Me,Theon-Greyjoy,Undirected,1153,5
Danwell-Frey,Hosteen-Frey,Undirected,1154,3
Danwell-Frey,Jared-Frey,Undirected,1155,3
Danwell-Frey,Walder-Frey,Undirected,1156,3
Dareon,Gilly,Undirected,1157,7
Dareon,Jon-Snow,Undirected,1158,6
Dareon,Lanna-(Happy-Port),Undirected,1159,4
Dareon,Samwell-Tarly,Undirected,1160,26
Daryn-Hornwood,Eddard-Stark,Undirected,1161,3
Daryn-Hornwood,Torrhen-Karstark,Undirected,1162,3
Daven-Lannister,Emmon-Frey,Undirected,1163,3
Daven-Lannister,Jaime-Lannister,Undirected,1164,12
Davos-Seaworth,Devan-Seaworth,Undirected,1165,9
Davos-Seaworth,Eddard-Stark,Undirected,1166,4
Davos-Seaworth,Edric-Storm,Undirected,1167,19
Davos-Seaworth,Garth-(Wolfs-Den),Undirected,1168,4
Davos-Seaworth,Godric-Borrell,Undirected,1169,9
Davos-Seaworth,Guncer-Sunglass,Undirected,1170,3
Davos-Seaworth,Imry-Florent,Undirected,1171,3
Davos-Seaworth,Joffrey-Baratheon,Undirected,1172,10
Davos-Seaworth,Khorane-Sathmantes,Undirected,1173,4
Davos-Seaworth,Lamprey,Undirected,1174,8
Davos-Seaworth,Leona-Woolfield,Undirected,1175,3
Davos-Seaworth,Marlon-Manderly,Undirected,1176,5
Davos-Seaworth,Matthos-Seaworth,Undirected,1177,3
Davos-Seaworth,Melisandre,Undirected,1178,64
Davos-Seaworth,Monford-Velaryon,Undirected,1179,3
Davos-Seaworth,Porridge,Undirected,1180,6
Davos-Seaworth,Pylos,Undirected,1181,24
Davos-Seaworth,Renly-Baratheon,Undirected,1182,6
Davos-Seaworth,Robb-Stark,Undirected,1183,3
Davos-Seaworth,Robett-Glover,Undirected,1184,4
Davos-Seaworth,Salladhor-Saan,Undirected,1185,41
Davos-Seaworth,Selyse-Florent,Undirected,1186,6
Davos-Seaworth,Shireen-Baratheon,Undirected,1187,9
Davos-Seaworth,Stannis-Baratheon,Undirected,1188,131
Davos-Seaworth,Sybell-Spicer,Undirected,1189,3
Davos-Seaworth,Wyman-Manderly,Undirected,1190,32
Denyo-Terys,Ternesio-Terys,Undirected,1191,3
Denys-Mallister,Eddison-Tollett,Undirected,1192,3
Denys-Mallister,Janos-Slynt,Undirected,1193,3
Denys-Mallister,Jon-Snow,Undirected,1194,4
Denys-Mallister,Othell-Yarwyck,Undirected,1195,4
Denys-Mallister,Pypar,Undirected,1196,4
Denys-Mallister,Samwell-Tarly,Undirected,1197,14
Denzo-Dhan,Meris,Undirected,1198,3
Desmond,Eddard-Stark,Undirected,1199,4
Desmond-Grell,Edmure-Tully,Undirected,1200,8
Desmond-Grell,Robb-Stark,Undirected,1201,4
Desmond-Grell,Utherydes-Wayn,Undirected,1202,9
Devan-Seaworth,Jon-Snow,Undirected,1203,5
Devan-Seaworth,Melisandre,Undirected,1204,4
Devan-Seaworth,Pylos,Undirected,1205,3
Devan-Seaworth,Renly-Baratheon,Undirected,1206,3
Devan-Seaworth,Stannis-Baratheon,Undirected,1207,31
Dick-Crabb,Eustace-Brune,Undirected,1208,3
Dick-Crabb,Jaime-Lannister,Undirected,1209,3
Dick-Crabb,Podrick-Payne,Undirected,1210,9
Dick-Crabb,Renly-Baratheon,Undirected,1211,3
Dick-Follard,Jon-Snow,Undirected,1212,3
Dick-Follard,Satin,Undirected,1213,5
Dick-Straw,Hugh-Hungerford,Undirected,1214,3
Dick-Straw,Tattered-Prince,Undirected,1215,4
Dirk,Samwell-Tarly,Undirected,1216,4
Dolf,Shagga,Undirected,1217,10
Donal-Noye,Jeor-Mormont,Undirected,1218,4
Donal-Noye,Jon-Snow,Undirected,1219,47
Donal-Noye,Mag-Mar-Tun-Doh-Weg,Undirected,1220,6
Donal-Noye,Mance-Rayder,Undirected,1221,3
Donal-Noye,Qhorin-Halfhand,Undirected,1222,6
Donal-Noye,Stannis-Baratheon,Undirected,1223,4
Donella-Hornwood,Leobald-Tallhart,Undirected,1224,3
Donella-Hornwood,Luwin,Undirected,1225,7
Donella-Hornwood,Mors-Umber,Undirected,1226,3
Donella-Hornwood,Ramsay-Snow,Undirected,1227,3
Donella-Hornwood,Rodrik-Cassel,Undirected,1228,4
Dontos-Hollard,Joffrey-Baratheon,Undirected,1229,22
Dontos-Hollard,Lothor-Brune,Undirected,1230,3
Dontos-Hollard,Moon-Boy,Undirected,1231,8
Dontos-Hollard,Petyr-Baelish,Undirected,1232,4
Dontos-Hollard,Sansa-Stark,Undirected,1233,39
Dontos-Hollard,Stannis-Baratheon,Undirected,1234,3
Dontos-Hollard,Tyrion-Lannister,Undirected,1235,14
Dontos-Hollard,Willas-Tyrell,Undirected,1236,3
Doran-Martell,Ellaria-Sand,Undirected,1237,3
Doran-Martell,Gregor-Clegane,Undirected,1238,11
Doran-Martell,Myrcella-Baratheon,Undirected,1239,15
Doran-Martell,Nymeria-Sand,Undirected,1240,7
Doran-Martell,Obara-Sand,Undirected,1241,12
Doran-Martell,Oberyn-Martell,Undirected,1242,14
Doran-Martell,Quentyn-Martell,Undirected,1243,4
Doran-Martell,Robert-Baratheon,Undirected,1244,3
Doran-Martell,Tyene-Sand,Undirected,1245,6
Doran-Martell,Tyrion-Lannister,Undirected,1246,13
Doran-Martell,Tywin-Lannister,Undirected,1247,4
Doran-Martell,Varys,Undirected,1248,4
Doran-Martell,Viserys-Targaryen,Undirected,1249,3
Dorcas,Jocelyn-Swyft,Undirected,1250,8
Dorcas,Margaery-Tyrell,Undirected,1251,3
Dorcas,Osney-Kettleblack,Undirected,1252,3
Dorcas,Qyburn,Undirected,1253,3
Dorcas,Taena-of-Myr,Undirected,1254,6
Doreah,Drogo,Undirected,1255,5
Doreah,Irri,Undirected,1256,14
Doreah,Jhiqui,Undirected,1257,11
Doreah,Jorah-Mormont,Undirected,1258,3
Doreah,Viserys-Targaryen,Undirected,1259,3
Draqaz,Miklaz,Undirected,1260,3
Drennan,Squint,Undirected,1261,3
Drennan,Theon-Greyjoy,Undirected,1262,3
Drogo,Haggo,Undirected,1263,9
Drogo,Illyrio-Mopatis,Undirected,1264,16
Drogo,Irri,Undirected,1265,12
Drogo,Jhiqui,Undirected,1266,5
Drogo,Jhogo,Undirected,1267,7
Drogo,Jommo,Undirected,1268,3
Drogo,Jorah-Mormont,Undirected,1269,28
Drogo,Mirri-Maz-Duur,Undirected,1270,12
Drogo,Ogo,Undirected,1271,11
Drogo,Pono,Undirected,1272,4
Drogo,Qotho,Undirected,1273,13
Drogo,Quaro,Undirected,1274,3
Drogo,Rakharo,Undirected,1275,4
Drogo,Rhaego,Undirected,1276,5
Drogo,Robert-Baratheon,Undirected,1277,3
Drogo,Viserys-Targaryen,Undirected,1278,26
Dryn,Tormund,Undirected,1279,3
Dunsen,Gregor-Clegane,Undirected,1280,21
Dunsen,Ilyn-Payne,Undirected,1281,16
Dunsen,Joffrey-Baratheon,Undirected,1282,9
Dunsen,Meryn-Trant,Undirected,1283,16
Dunsen,Polliver,Undirected,1284,16
Dunsen,Rafford,Undirected,1285,23
Dunsen,Sandor-Clegane,Undirected,1286,10
Dunsen,Tickler,Undirected,1287,12
Dunsen,Weese,Undirected,1288,3
Dunstan-Drumm,Rodrik-Harlaw,Undirected,1289,3
Dunstan-Drumm,Victarion-Greyjoy,Undirected,1290,3
Dywen,Eddison-Tollett,Undirected,1291,5
Dywen,Grenn,Undirected,1292,12
Dywen,Jeor-Mormont,Undirected,1293,4
Dywen,Jon-Snow,Undirected,1294,13
Dywen,Samwell-Tarly,Undirected,1295,6
Ebben,Jon-Snow,Undirected,1296,10
Ebben,Qhorin-Halfhand,Undirected,1297,8
Ebben,Stonesnake,Undirected,1298,4
Eddard-Stark,Edmure-Tully,Undirected,1299,3
Eddard-Stark,Galbart-Glover,Undirected,1300,4
Eddard-Stark,Gendry,Undirected,1301,3
Eddard-Stark,Gerold-Hightower,Undirected,1302,3
Eddard-Stark,Gregor-Clegane,Undirected,1303,13
Eddard-Stark,Harwin,Undirected,1304,5
Eddard-Stark,High-Septon-(fat_one),Undirected,1305,4
Eddard-Stark,Howland-Reed,Undirected,1306,3
Eddard-Stark,Ilyn-Payne,Undirected,1307,11
Eddard-Stark,Jacks,Undirected,1308,4
Eddard-Stark,Jaime-Lannister,Undirected,1309,33
Eddard-Stark,Janos-Slynt,Undirected,1310,11
Eddard-Stark,Joffrey-Baratheon,Undirected,1311,41
Eddard-Stark,Jon-Arryn,Undirected,1312,51
Eddard-Stark,Jon-Snow,Undirected,1313,65
Eddard-Stark,Jory-Cassel,Undirected,1314,32
Eddard-Stark,Joss,Undirected,1315,5
Eddard-Stark,Loras-Tyrell,Undirected,1316,12
Eddard-Stark,Luwin,Undirected,1317,19
Eddard-Stark,Lyanna-Stark,Undirected,1318,19
Eddard-Stark,Lysa-Arryn,Undirected,1319,12
Eddard-Stark,Maron-Greyjoy,Undirected,1320,3
Eddard-Stark,Marq-Piper,Undirected,1321,3
Eddard-Stark,Mordane,Undirected,1322,11
Eddard-Stark,Mycah,Undirected,1323,3
Eddard-Stark,Petyr-Baelish,Undirected,1324,85
Eddard-Stark,Porther,Undirected,1325,4
Eddard-Stark,Pycelle,Undirected,1326,36
Eddard-Stark,Ramsay-Snow,Undirected,1327,4
Eddard-Stark,Raymun-Darry,Undirected,1328,4
Eddard-Stark,Renly-Baratheon,Undirected,1329,38
Eddard-Stark,Rhaegar-Targaryen,Undirected,1330,10
Eddard-Stark,Rickard-Karstark,Undirected,1331,4
Eddard-Stark,Rickon-Stark,Undirected,1332,15
Eddard-Stark,Robb-Stark,Undirected,1333,46
Eddard-Stark,Robert-Baratheon,Undirected,1334,334
Eddard-Stark,Rodrik-Cassel,Undirected,1335,7
Eddard-Stark,Roose-Bolton,Undirected,1336,5
Eddard-Stark,Sandor-Clegane,Undirected,1337,14
Eddard-Stark,Sansa-Stark,Undirected,1338,43
Eddard-Stark,Stannis-Baratheon,Undirected,1339,32
Eddard-Stark,Syrio-Forel,Undirected,1340,6
Eddard-Stark,Theon-Greyjoy,Undirected,1341,31
Eddard-Stark,Tobho-Mott,Undirected,1342,7
Eddard-Stark,Tomard,Undirected,1343,15
Eddard-Stark,Torrhen-Karstark,Undirected,1344,5
Eddard-Stark,Torrhen-Stark,Undirected,1345,3
Eddard-Stark,Tregar,Undirected,1346,4
Eddard-Stark,Tyrion-Lannister,Undirected,1347,40
Eddard-Stark,Tywin-Lannister,Undirected,1348,18
Eddard-Stark,Varly,Undirected,1349,4
Eddard-Stark,Varys,Undirected,1350,64
Eddard-Stark,Vayon-Poole,Undirected,1351,12
Eddard-Stark,Willam-Dustin,Undirected,1352,4
Eddard-Stark,Wyl-(guard),Undirected,1353,3
Eddard-Stark,Wylla,Undirected,1354,3
Eddard-Stark,Wyman-Manderly,Undirected,1355,4
Eddison-Tollett,Emmett,Undirected,1356,8
Eddison-Tollett,Gilly,Undirected,1357,3
Eddison-Tollett,Grenn,Undirected,1358,13
Eddison-Tollett,Hobb,Undirected,1359,4
Eddison-Tollett,Janos-Slynt,Undirected,1360,4
Eddison-Tollett,Jeor-Mormont,Undirected,1361,9
Eddison-Tollett,Jon-Snow,Undirected,1362,41
Eddison-Tollett,Mully,Undirected,1363,3
Eddison-Tollett,Othell-Yarwyck,Undirected,1364,3
Eddison-Tollett,Pypar,Undirected,1365,5
Eddison-Tollett,Samwell-Tarly,Undirected,1366,19
Eddison-Tollett,Satin,Undirected,1367,3
Eddison-Tollett,Watt,Undirected,1368,3
Edmure-Tully,Elmar-Frey,Undirected,1369,3
Edmure-Tully,Emmon-Frey,Undirected,1370,11
Edmure-Tully,Forley-Prester,Undirected,1371,3
Edmure-Tully,Hoster-Tully,Undirected,1372,21
Edmure-Tully,Ilyn-Payne,Undirected,1373,4
Edmure-Tully,Jaime-Lannister,Undirected,1374,35
Edmure-Tully,Karyl-Vance,Undirected,1375,4
Edmure-Tully,Lothar-Frey,Undirected,1376,4
Edmure-Tully,Lysa-Arryn,Undirected,1377,5
Edmure-Tully,Marq-Piper,Undirected,1378,8
Edmure-Tully,Petyr-Baelish,Undirected,1379,4
Edmure-Tully,Robb-Stark,Undirected,1380,51
Edmure-Tully,Roslin-Frey,Undirected,1381,19
Edmure-Tully,Ryman-Frey,Undirected,1382,5
Edmure-Tully,Tansy,Undirected,1383,3
Edmure-Tully,Tommen-Baratheon,Undirected,1384,4
Edmure-Tully,Tytos-Blackwood,Undirected,1385,3
Edmure-Tully,Tywin-Lannister,Undirected,1386,11
Edmure-Tully,Walder-Frey,Undirected,1387,13
Edric-Storm,Pylos,Undirected,1388,9
Edric-Storm,Robert-Baratheon,Undirected,1389,3
Edric-Storm,Shireen-Baratheon,Undirected,1390,3
Edric-Storm,Stannis-Baratheon,Undirected,1391,6
Edwyn-Frey,Jaime-Lannister,Undirected,1392,9
Edwyn-Frey,Ryman-Frey,Undirected,1393,5
Edwyn-Frey,Walder-Rivers,Undirected,1394,8
Elder-Brother,Meribald,Undirected,1395,3
Elder-Brother,Narbert,Undirected,1396,4
Eldon-Estermont,Steffon-Varner,Undirected,1397,3
Elia-Martell,Gregor-Clegane,Undirected,1398,7
Elia-Martell,Jaime-Lannister,Undirected,1399,4
Elia-Martell,Oberyn-Martell,Undirected,1400,9
Elia-Martell,Rhaegar-Targaryen,Undirected,1401,13
Elia-Martell,Tyrion-Lannister,Undirected,1402,6
Elia-Martell,Tywin-Lannister,Undirected,1403,3
Elinor-Tyrell,Margaery-Tyrell,Undirected,1404,5
Elinor-Tyrell,Megga-Tyrell,Undirected,1405,18
Elinor-Tyrell,Sansa-Stark,Undirected,1406,5
Elinor-Tyrell,Tallad,Undirected,1407,3
Ellaria-Sand,Oberyn-Martell,Undirected,1408,7
Ellaria-Sand,Tyrion-Lannister,Undirected,1409,4
Elmar-Frey,Jaime-Lannister,Undirected,1410,6
Elmar-Frey,Robb-Stark,Undirected,1411,9
Elmar-Frey,Roose-Bolton,Undirected,1412,3
Elmar-Frey,Tywin-Lannister,Undirected,1413,3
Elmar-Frey,Walder-Frey,Undirected,1414,6
Emmett,Hareth-(Moles-Town),Undirected,1415,3
Emmett,Hop-Robin,Undirected,1416,4
Emmett,Janos-Slynt,Undirected,1417,4
Emmett,Jon-Snow,Undirected,1418,15
Emmon-Cuy,Renly-Baratheon,Undirected,1419,3
Emmon-Cuy,Robar-Royce,Undirected,1420,3
Emmon-Frey,Forley-Prester,Undirected,1421,3
Emmon-Frey,Genna-Lannister,Undirected,1422,5
Emmon-Frey,Jaime-Lannister,Undirected,1423,8
Emmon-Frey,Ryman-Frey,Undirected,1424,4
Emmon-Frey,Tywin-Lannister,Undirected,1425,3
Emrick,Hareth-(Moles-Town),Undirected,1426,3
Emrick,Satin,Undirected,1427,3
Eon-Hunter,Lysa-Arryn,Undirected,1428,3
Eon-Hunter,Vardis-Egen,Undirected,1429,3
Errok,Grigg,Undirected,1430,7
Errok,Jon-Snow,Undirected,1431,4
Errok,Styr,Undirected,1432,3
Euron-Greyjoy,Hotho-Harlaw,Undirected,1433,4
Euron-Greyjoy,Humfrey-Hewett,Undirected,1434,3
Euron-Greyjoy,Nute,Undirected,1435,4
Euron-Greyjoy,Quellon-Greyjoy,Undirected,1436,3
Euron-Greyjoy,Red-Oarsman,Undirected,1437,6
Euron-Greyjoy,Rodrik-Harlaw,Undirected,1438,4
Euron-Greyjoy,Sawane-Botley,Undirected,1439,3
Euron-Greyjoy,Theon-Greyjoy,Undirected,1440,4
Euron-Greyjoy,Victarion-Greyjoy,Undirected,1441,50
Falyse-Stokeworth,Qyburn,Undirected,1442,7
Farlen,Theon-Greyjoy,Undirected,1443,6
Florian-the-Fool,Jonquil,Undirected,1444,8
Florian-the-Fool,Sansa-Stark,Undirected,1445,3
Fogo,Ogo,Undirected,1446,4
Franklyn-Flowers,Jon-Connington,Undirected,1447,4
Frenya,Holly,Undirected,1448,6
Frenya,Theon-Greyjoy,Undirected,1449,3
Fulk,Jon-Snow,Undirected,1450,4
Fulk,Mully,Undirected,1451,5
Galazza-Galare,Grazhar,Undirected,1452,4
Galazza-Galare,Hizdahr-zo-Loraq,Undirected,1453,12
Galazza-Galare,Reznak-mo-Reznak,Undirected,1454,5
Galazza-Galare,Skahaz-mo-Kandaq,Undirected,1455,12
Galbart-Glover,Jaime-Lannister,Undirected,1456,3
Galbart-Glover,Jon-Umber-(Greatjon),Undirected,1457,4
Galbart-Glover,Rickard-Karstark,Undirected,1458,4
Galbart-Glover,Robb-Stark,Undirected,1459,5
Galbart-Glover,Robett-Glover,Undirected,1460,3
Galbart-Glover,Roose-Bolton,Undirected,1461,3
Galyeon-of-Cuy,Tyrion-Lannister,Undirected,1462,3
Gared,Jeor-Mormont,Undirected,1463,4
Gared,Waymar-Royce,Undirected,1464,13
Gared,Will-(prologue),Undirected,1465,12
Garin-(orphan),Gerold-Dayne,Undirected,1466,5
Garin-(orphan),Myrcella-Baratheon,Undirected,1467,5
Garin-(orphan),Nymeria-Sand,Undirected,1468,3
Garin-(orphan),Sylva-Santagar,Undirected,1469,8
Garin-(orphan),Tyene-Sand,Undirected,1470,5
Gariss,Murch,Undirected,1471,5
Garlan-Tyrell,Joffrey-Baratheon,Undirected,1472,10
Garlan-Tyrell,Leonette-Fossoway,Undirected,1473,3
Garlan-Tyrell,Loras-Tyrell,Undirected,1474,9
Garlan-Tyrell,Sansa-Stark,Undirected,1475,5
Garlan-Tyrell,Tyrion-Lannister,Undirected,1476,11
Garlan-Tyrell,Willas-Tyrell,Undirected,1477,3
Garrett-Paege,Jaime-Lannister,Undirected,1478,3
Garth-(Wolfs-Den),Sybell-Spicer,Undirected,1479,3
Garth-Greyfeather,Hairy-Hal,Undirected,1480,4
Garth-Greyfeather,Jack-Bulwer,Undirected,1481,4
Garth-Greyfeather,Jon-Snow,Undirected,1482,3
Gawen-Westerling,Jeyne-Westerling,Undirected,1483,3
Gawen-Westerling,Sybell-Spicer,Undirected,1484,3
Gendel,Gorne,Undirected,1485,3
Gendel,Jon-Snow,Undirected,1486,3
Gendry,Greenbeard,Undirected,1487,3
Gendry,Harwin,Undirected,1488,8
Gendry,Hot-Pie,Undirected,1489,53
Gendry,Jaqen-Hghar,Undirected,1490,4
Gendry,Lem,Undirected,1491,9
Gendry,Lommy-Greenhands,Undirected,1492,17
Gendry,Merrit,Undirected,1493,3
Gendry,Robert-Baratheon,Undirected,1494,3
Gendry,Sandor-Clegane,Undirected,1495,5
Gendry,Thoros-of-Myr,Undirected,1496,8
Gendry,Tom-of-Sevenstreams,Undirected,1497,10
Gendry,Willow-Heddle,Undirected,1498,3
Gendry,Woth,Undirected,1499,3
Gendry,Yoren,Undirected,1500,8
Genna-Lannister,Jaime-Lannister,Undirected,1501,7
Genna-Lannister,Tywin-Lannister,Undirected,1502,3
Gerold-Dayne,Myrcella-Baratheon,Undirected,1503,9
Gerold-Grafton,Terrance-Lynderly,Undirected,1504,3
Gerold-Hightower,Jaime-Lannister,Undirected,1505,4
Gerold-Hightower,Lewyn-Martell,Undirected,1506,3
Gerold-Hightower,Oswell-Whent,Undirected,1507,3
Gerold-Hightower,Robert-Baratheon,Undirected,1508,4
Gerrick-Kingsblood,Jon-Snow,Undirected,1509,5
Gerrick-Kingsblood,Raymun-Redbeard,Undirected,1510,3
Gerris-Drinkwater,Hizdahr-zo-Loraq,Undirected,1511,4
Gerris-Drinkwater,Meris,Undirected,1512,4
Gerris-Drinkwater,Quentyn-Martell,Undirected,1513,49
Gerris-Drinkwater,Tattered-Prince,Undirected,1514,3
Gilly,Jojen-Reed,Undirected,1515,3
Gilly,Jon-Snow,Undirected,1516,33
Gilly,Kojja-Mo,Undirected,1517,7
Gilly,Mance-Rayder,Undirected,1518,9
Gilly,Meera-Reed,Undirected,1519,3
Gilly,Melisandre,Undirected,1520,7
Gilly,Samwell-Tarly,Undirected,1521,84
Gilly,Small-Paul,Undirected,1522,3
Gilwood-Hunter,Horton-Redfort,Undirected,1523,6
Gilwood-Hunter,Lysa-Arryn,Undirected,1524,3
Gilwood-Hunter,Symond-Templeton,Undirected,1525,4
Godry-Farring,Jon-Snow,Undirected,1526,3
Godry-Farring,Justin-Massey,Undirected,1527,3
Godry-Farring,Mance-Rayder,Undirected,1528,3
Godry-Farring,Melisandre,Undirected,1529,3
Godry-Farring,Stannis-Baratheon,Undirected,1530,9
Goghor-the-Giant,Hizdahr-zo-Loraq,Undirected,1531,5
Goghor-the-Giant,Khrazz,Undirected,1532,4
Goghor-the-Giant,Spotted-Cat,Undirected,1533,6
Gormon-Tyrell,Walgrave,Undirected,1534,3
